ID в ИС ГТИБД,Название,Название (англ.),Адрес (ручной),Дом,Район,Округ,Город,Улица,Адрес,Ближайшее метро,Ближайшая линия метро,Расстояние до метро,Метро (широта),Метро (долгота),Телефоны,Сайт,Email,Кухня,Доступно для людей с ограниченными возможностями,Геопозиция (широта),Геопозиция (долгота)
918,Невский,Nevsky,"Санкт-Петербург, Невский пр., д. 71/1",71,Центральный,муниципальный округ Владимирский,Санкт-Петербург,Невский проспект,"Санкт-Петербург, Невский проспект, 71",Маяковская,Невско-Василеостровская линия,7,59.931427,30.355178,(812) 571-30-93,http://rnevsky-svadba.ru/,nevsky5713093@yandex.ru,"Европейская, Авторская, Русская",0,59.931355,30.355196
919,НЭП,Nep,"Санкт-Петербург, наб. реки Мойки, д. 37",37,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,набережная реки Мойки,"Санкт-Петербург, набережная реки Мойки, 37",Адмиралтейская,Фрунзенско-Приморская линия,827,59.935867,30.31523,"(812) 571-75-91, (812) 312-37-22, (812) 571-77-91",http://www.neprestoran.ru,nep@restoran.ru,"Русская, Европейская, Итальянская",0,59.940096,30.318428
920,Oasis,Oasis,"Санкт-Петербург, Крупской ул., д. 21",21,Невский,муниципальный округ Невская Застава,Санкт-Петербург,улица Крупской,"Санкт-Петербург, улица Крупской, 21",Елизаровская,Невско-Василеостровская линия,918,59.896644,30.423774,"(812) 560-50-28, 8-911-926-57-01, 927-07-82",http://www.oazis21.ru,restoran-oazis@yandex.ru,"Авторская, Восточная, Европейская",0,59.889828,30.42973
921,Оазис,Oasis,"Санкт-Петербург, пр. Луначарского, д. 60",60,Выборгский,муниципальный округ Парнас,Санкт-Петербург,проспект Луначарского,"Санкт-Петербург, проспект Луначарского, 60",Проспект Просвещения,Московско-Петроградская линия,1556,60.051365,30.332433,"(812) 517-99-12 , +7 931 301-41-43",http://banketoasis.ru/,oasis-spb@bk.ru,"Европейская, Русская",0,60.041858,30.340266
923,Оливье,Olivie,"Санкт-Петербург, Адмиралтейский пр., д. 8",8,Адмиралтейский,муниципальный округ Адмиралтейский,Санкт-Петербург,Адмиралтейский проспект,"Санкт-Петербург, Адмиралтейский проспект, 8",Адмиралтейская,Фрунзенско-Приморская линия,358,59.935867,30.31523,(812) 945-84-72,http://oliviecafe.ru/,pr.olive@mail.ru,"Европейская, Кавказская, Русская",0,59.935723,30.310029
924,Омлет,Omlet,"Санкт-Петербург, Апраксин пер., д. 6",6,Центральный,муниципальный округ № 78,Санкт-Петербург,Апраксин переулок,"Санкт-Петербург, Апраксин переулок, 6",Сенная Площадь,Московско-Петроградская линия,446,59.926972,30.320458,7-921-560-78-78,http://cafeomlet.ru/,cafeomlet@gmail.com,"Домашняя, Европейская",0,59.928789,30.325588
926,Охотничий клуб,Ohotniciy club,"Санкт-Петербург, ул. Новгородская, д. 27",27,Центральный,муниципальный округ Смольнинское,Санкт-Петербург,Новгородская улица,"Санкт-Петербург, Новгородская улица, 27",Новочеркасская,Правобережная линия,2899,59.928893,30.411925,"(812) 327-82-74, 950-35-86",http://www.ohclub.ru,huntingclub@restoran.ru,"Европейская, Русская",0,59.942291,30.393869
927,Прованс,Provans,"ул. Нахимова, д.20",20,Василеостровский,муниципальный округ Гавань,Санкт-Петербург,улица Нахимова,"Санкт-Петербург, улица Нахимова, 20",Приморская,Невско-Василеостровская линия,1296,59.948456,30.234633,(812) 922-80-20,www.restoran-provence.ru,restoran.provance@gmail.com,"Европейская, Японская",0,59.940343,30.223575
928,Парадайз,Paradiaise,"Конюшенная пл. д.2, литер Д",2д,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,Конюшенная площадь,"Санкт-Петербург, Конюшенная площадь, 2д",Невский Проспект,Московско-Петроградская линия,609,59.935421,30.327052,"(812) 955 55 59,",www.paradise-cafe.ru/,reservation@paradise-cafe.ru,Паназиатская,0,59.940393,30.327906
929,Pepper Moon,Pepper Moon,"Рубинштейна ул., д. 9",9,Центральный,муниципальный округ Владимирский,Санкт-Петербург,улица Рубинштейна,"Санкт-Петербург, улица Рубинштейна, 9",Достоевская,Правобережная линия,365,59.928185,30.346204,"(812) 969-85-98,",http://grato-group.ru/peppermoon,info@grato-group.ru,"Авторская, Европейская, Паназиатская,",0,59.930255,30.34447
930,Percorso,Percorso,"Вознесенский пр., д. 1",1,Адмиралтейский,муниципальный округ Адмиралтейский,Санкт-Петербург,Вознесенский проспект,"Санкт-Петербург, Вознесенский проспект, 1",Адмиралтейская,Фрунзенско-Приморская линия,602,59.935867,30.31523,(812) 339-80-44,http://www.fourseasons.com/ru/stpetersburg/dining/restaurants/percorso/,,Итальянская,0,59.934921,30.308089
931,PMI bar,PMI bar,"Набережная реки Мойки, д. 7",7,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,набережная реки Мойки,"Санкт-Петербург, набережная реки Мойки, 7",Невский Проспект,Московско-Петроградская линия,1004,59.935421,30.327052,(812) 907 07 10,www.pmibar.com/,,Авторская,0,59.942511,30.325642
932,Putanesca,Putanesca,"ул. Белинского, д. 6",6,Центральный,муниципальный округ Литейный,Санкт-Петербург,улица Белинского,"Санкт-Петербург, улица Белинского, 6",Гостиный Двор,Невско-Василеостровская линия,1048,59.933938,30.333745,(812) 922-33-80,www.putanesca.ru,,Итальянская,0,59.938329,30.34695
933,Палермо,Palermo,"наб. реки Фонтанки, 50",50,Центральный,муниципальный округ Владимирский,Санкт-Петербург,набережная реки Фонтанки,"Санкт-Петербург, набережная реки Фонтанки, 50",Достоевская,Правобережная линия,617,59.928185,30.346204,"(812) 764-3-764, (812) 314-90-99,",www.palermo-spb.ru/,admin@palermo-spb.ru,"Итальянская, Европейская, Русская,",0,59.930255,30.341784
934,Палкинъ,Palkin,"Невский пр., д. 47",47,Центральный,муниципальный округ Владимирский,Санкт-Петербург,Невский проспект,"Санкт-Петербург, Невский проспект, 47",Маяковская,Невско-Василеостровская линия,491,59.931427,30.355178,"(812) 7035370,",www.palkin.ru,reception@palkin.ru,"Авторская, Русская, Французская,",0,59.932414,30.347363
935,Парк Джузеппе,Park Djuzeppe,"Наб. канала Грибоедова, 2В",2в,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,набережная канала Грибоедова,"Санкт-Петербург, набережная канала Грибоедова, 2в",Невский Проспект,Московско-Петроградская линия,739,59.935421,30.327052,"(812)571-73-09, (901)373-09-42, (812) 973-09-43",www.park-restaurant.ru,park-rst@mail.ru,"Европейская, Средиземноморская, Итальянская,",0,59.941056,30.330349
936,Паруса,Parusa,"Петровская коса, д. 9",9,Петроградский,муниципальный округ Петровский,Санкт-Петербург,проезд Петровская коса,"Санкт-Петербург, проезд Петровская коса, 9",Крестовский Остров,Фрунзенско-Приморская линия,2502,59.971708,30.259481,"(812) 929-928-3,  (812) 922-52-63",www.parusa-spb.ru,"prparusa@gmail.com, parusabar@mail.ru","Европейская, Итальянская",0,59.963453,30.24182
937,Пауланер,Paulaner,Площадь Победы 1,89,Центральный,муниципальный округ Лиговка-Ямская,Санкт-Петербург,Невский проспект,"Санкт-Петербург, Невский проспект, 89",Площадь Восстания,Кировско-Выборгская линия,254,59.931517,30.360559,"(812) 406 73 10 , Факс: +7 (812) 406 73 11",www.paulaner-brauhaus.com,reservations.ledpn@rezidorparkinn.com,"Русская,  Немецкая, Европейская",0,59.930264,30.36462
938,Печорин,Pechorin,"Богатырский пр., д. 60 корпус 1",60к1,Приморский,муниципальный округ № 65,Санкт-Петербург,Богатырский проспект,"Санкт-Петербург, Богатырский проспект, 60к1",,,1,,,(812) 935 - 77 - 99,www.pechorin.spb.ru,,"Европейская, Кавказская",0,60.00706,30.204657
940,Пивной Этикет,Pivnoy Etiket,"ул. Марата, д. 14.",,Центральный,муниципальный округ Владимирский,Санкт-Петербург,,"Санкт-Петербург, Центральный район, улица Марата, 14",Маяковская,Невско-Василеостровская линия,361,59.931427,30.355178,(812) 764-10-68,www.bar-inn.ru,info@bar-inn.ru,Европейская,0,59.928911,30.355062
941,Пинта Пива. Мега бар,Pinta Piva. Mega bar.,"Пр. Просвещения, д. 19",19,Выборгский,муниципальный округ Шувалово-Озерки,Санкт-Петербург,проспект Просвещения,"Санкт-Петербург, проспект Просвещения, 19",Проспект Просвещения,Московско-Петроградская линия,197,60.051365,30.332433,(812) 331-63-04,www.pinta-piva.com,,"Европейская, Русская, Японская",0,60.052604,30.331157
942,Пиросмани,Pirosmani,"Большой пр., П.С., д. 14",14,Выборгский,муниципальный округ Сампсониевское,Санкт-Петербург,Большой Сампсониевский проспект,"Санкт-Петербург, Большой Сампсониевский проспект, 14",Площадь Ленина,Кировско-Выборгская линия,1010,59.955611,30.35605,"(812) 235-46-66, (812) 235-64-56",,,"Европейская, Грузинская",0,59.95853,30.344632
943,Плюшкин,Plushkin,"Комендантский пр., д.9, корпус 2 ТК ""Променад""",9к1а,Приморский,муниципальный округ Озеро Долгое,Санкт-Петербург,Комендантский проспект,"Санкт-Петербург, Комендантский проспект, 9к1а",Комендантский Проспект,Фрунзенско-Приморская линия,796,60.008428,30.259077,(812) 622-12-25,www.plyshkin.com,,Авторская,0,60.004154,30.263676
944,Полента,Polenta,"Санкт-петербург, Большой пр. П.С., д. 7",7,Петроградский,муниципальный округ Введенский,Санкт-Петербург,Большой проспект П.С.,"Санкт-Петербург, Большой проспект П.С., 7",Спортивная,Фрунзенско-Приморская линия,877,59.951772,30.290688,(812) 325 - 13 - 56,www.polenta-spb.ru,,Итальянская,0,59.953944,30.293491
945,Полюстрово,Polustrovo,"пр. Металлистов, 115",115,Калининский,муниципальный округ Финляндский,Санкт-Петербург,проспект Металлистов,"Санкт-Петербург, проспект Металлистов, 115",,,1,,,"+7-965-758-58-99 , (812) 540-09-00",www.restaurant-polustrovo.ru,pr@hotel-polustrovo.ru,"Домашняя, Русская, Европейская",0,59.974568,30.38776
946,Поляна,Poliana,"проспект Тореза, 89",89,Выборгский,муниципальный округ Светлановское,Санкт-Петербург,проспект Тореза,"Санкт-Петербург, проспект Тореза, 89",Удельная,Московско-Петроградская линия,1922,60.016604,30.315823,(812) 9-123-123,www.mypolyana.ru,polyana.restoran@gmail.com,"Домашняя, Европейская, Русская",0,60.025965,30.324878
947,Регата,Regata,"Ул. Вязовая 4, ""Гребной клуб Знамя""",4,Петроградский,муниципальный округ Чкаловское,Санкт-Петербург,Вязовая улица,"Санкт-Петербург, Вязовая улица, 4",Чкаловская,Фрунзенско-Приморская линия,1235,59.961138,30.292018,(812) 988 - 88 - 35,www.regatta.ofwgroup.ru,,"Авторская, Итальянская, Средиземноморская",0,59.969209,30.279486
948,Romeo’s bar and kitchen,Romeo’s bar and kitchen,"пр. Римского-Корсакова, д. 43.",43,Адмиралтейский,муниципальный округ Коломна,Санкт-Петербург,проспект Римского-Корсакова,"Санкт-Петербург, проспект Римского-Корсакова, 43",Балтийская,Кировско-Выборгская линия,2163,59.907149,30.299564,(812) 572-54-48,www.romeosbarandkitchen.ru,info@romeosbarandkitchen.ru,"Европейская, Русская",0,59.922923,30.296186
949,Русское застолье,Russkoe zastolie,"проспект Энгельса, д. 97",97,Выборгский,муниципальный округ Светлановское,Санкт-Петербург,проспект Энгельса,"Санкт-Петербург, проспект Энгельса, 97",Удельная,Московско-Петроградская линия,1426,60.016604,30.315823,(812) 293-13-63  (812) 935-69-04,http://www.zastolie.su/,zastolle@mail.ru,"Русская, Европейская",0,60.025902,30.320306
950,Рандеву,Randevy,"пр. Культуры, д. 4/5",4,Выборгский,муниципальный округ Сосновское,Санкт-Петербург,проспект Культуры,"Санкт-Петербург, проспект Культуры, 4",,,1,,,(812) 559-98-66,http://randevu.spb.ru/,restrandevu@mail.ru,"Европейская, Восточная",0,60.035841,30.362015
951,Репино Cronwell Park Отель,Repino Cronwell Park Hotel,"Репино, Приморское шоссе, д. 394, литера Б",394,Курортный,,Санкт-Петербург,Приморское шоссе,"Санкт-Петербург, Приморское шоссе, 394",,,1,,,"(812) 702-28-50, (812) 702-28-52",www.hotel-repino.ru,reservation@hotel-repino.ru,"Русская, Европейская, Японская",0,60.158001,29.884883
952,Рецептория,Receptoriia,"Адмиралтейский пр., 10",10,Адмиралтейский,муниципальный округ Адмиралтейский,Санкт-Петербург,Адмиралтейский проспект,"Санкт-Петербург, Адмиралтейский проспект, 10",Адмиралтейская,Фрунзенско-Приморская линия,527,59.935867,30.31523,(812) 312-79-67,www.receptoria-online.ru,Receptoria-spb@mail.ru,"Итальянская, Французская",0,59.93562,30.309032
953,Рибай,Ribai,"ул. Казанская, д. 3",,Центральный,муниципальный округ № 78,Санкт-Петербург,,"Санкт-Петербург, Адмиралтейский район, Казанская улица, 3",Невский Проспект,Московско-Петроградская линия,412,59.935421,30.327052,(812) 912-96-21,www.ribai.ru,,"Европейская,  Мясная",0,59.933807,30.322004
954,Рубаи,Rubai,наб. р. Фонтанки д.40,40,Центральный,муниципальный округ Литейный,Санкт-Петербург,набережная реки Фонтанки,"Санкт-Петербург, набережная реки Фонтанки, 40",Достоевская,Правобережная линия,852,59.928185,30.346204,(812) 579-32-34,www.rubai.ru,info@rubai.ru,"Авторская,  Арабская, Европейская",0,59.933609,30.34465
955,Русская Рыбалка,Russkaya Ribalka,"Крестовский остров, Южная дорога 11",11,Петроградский,муниципальный округ Чкаловское,Санкт-Петербург,Южная дорога,"Санкт-Петербург, Южная дорога, 11",,,1,,,"(812) 323-98-13, (812) 984-90-20  , +7 (962) 684-90-20",www.russian-fishing.ru,russian-fishing@mail.ru,"Русская, Рыбная, Европейская",0,59.969227,30.233268
956,Русская Рюмочная №1,Ruskaya Rumochnaya №1,"Конногвардейский бульвар, д. 4",4,Адмиралтейский,муниципальный округ Адмиралтейский,Санкт-Петербург,Конногвардейский бульвар,"Санкт-Петербург, Конногвардейский бульвар, 4",Адмиралтейская,Фрунзенско-Приморская линия,1108,59.935867,30.31523,"(812) 570-64-20,  (812) 945-08-90",www.vodkaroom.ru,info@vodkaroom.ru,Русская,0,59.932924,30.299258
957,Русская Чарка,Ruskaya Charka,"Наб. Реки Фонтанки, 92",92,Адмиралтейский,муниципальный округ Семеновский,Санкт-Петербург,набережная реки Фонтанки,"Санкт-Петербург, набережная реки Фонтанки, 92",Пушкинская,Кировско-Выборгская линия,672,59.920614,30.329864,"(812)495-55-58,  (812)666-66-66   ,",http://triton-restoran.ru/restaurants/russkaya-charka/about,,Русская,0,59.924244,30.326432
958,Русский Ампир,Russky Ampir,"Невский пр., д. 17  Строгановский дворец",,Центральный,муниципальный округ Владимирский,Санкт-Петербург,Невский проспект,"Санкт-Петербург, Невский проспект",Маяковская,Невско-Василеостровская линия,,59.931427,30.355178,(812) 571-24-09 (812) 918-22-10,www.russianampir.ru,ampir@concord-catering.ru,Русская,0,59.932374,30.349142
959,Русский китч,Russkiy Kitch,"Университетская наб., 25",25,Василеостровский,муниципальный округ № 7,Санкт-Петербург,Университетская набережная,"Санкт-Петербург, Университетская набережная, 25",Василеостровская,Невско-Василеостровская линия,1246,59.942516,30.278274,"(812)325-11-22,   (812)320-21-20 , +7(921)951-20-20",www.russiankitch.ru,,"Европейская, Японская, Фьюжн, Русская",0,59.936629,30.287095
961,Saltan,Saltan,"ул. Карпинского, 38/1",38к1,Калининский,муниципальный округ Гражданка,Санкт-Петербург,улица Карпинского,"Санкт-Петербург, улица Карпинского, 38к1",,,1,,,(812) 299-88-57,www.saltan.spb.ru,,"Европейская, Восточная",0,60.012939,30.42937
962,Santorini,Santorini,"Приморский пр., 137 корп. 1, лит. А",137к1,Приморский,муниципальный округ № 65,Санкт-Петербург,Приморский проспект,"Санкт-Петербург, Приморский проспект, 137к1",,,1,,,(812) 970-79-79,www.santorinispb.ru,,Средиземноморская,0,59.983423,30.216173
963,Sasha’s Bar,Sasha’s Bar,"ул. Марата, 5, ТК Олимпик",,Центральный,муниципальный округ Владимирский,Санкт-Петербург,,"Санкт-Петербург, Центральный район, улица Марата, 3",Маяковская,Невско-Василеостровская линия,,59.931427,30.355178,(812) 600 4 500,www.sashasbar.ru,9164414@mail.ru,"Европейская, Русская, Японская",0,59.930719,30.354711
964,Sasha’s Bar,Sasha’s Bar,"ул. Кораблестроителей, 30, Морской Фасад",30,Василеостровский,муниципальный округ Остров Декабристов,Санкт-Петербург,улица Кораблестроителей,"Санкт-Петербург, улица Кораблестроителей, 30",Приморская,Невско-Василеостровская линия,,59.948456,30.234633,(812) 305 49 53,www.sashasbar.ru,9164414@mail.ru,"Европейская, Русская, Японская",0,59.951885,30.216604
965,Sasha’s Bar,Sasha’s Bar,"Ул. Типанова, 27 / 39",27/39,Московский,муниципальный округ Гагаринское,Санкт-Петербург,улица Типанова,"Санкт-Петербург, улица Типанова, 27/39",,,1,,,"(812) 643 27 31,",www.sashasbar.ru,9164414@mail.ru,"Европейская, Русская, Японская",0,59.853433,30.350381
966,Sasha’s Bar,Sasha’s Bar,"Выборгское шоссе, 17",17к1,Выборгский,муниципальный округ Шувалово-Озерки,Санкт-Петербург,Выборгское шоссе,"Санкт-Петербург, поселок Парголово, Выборгское шоссе, 17к1",Озерки,Московско-Петроградская линия,,60.037027,30.321734,"(812) 683 07 70,",www.sashasbar.ru,9164414@mail.ru,"Европейская, Русская, Японская",0,60.053449,30.311278
967,Sasha’s Bar,Sasha’s Bar,"ТЦ Питерлэнд, Приморский, 72",72,Приморский,муниципальный округ № 65,Санкт-Петербург,Приморский проспект,"Санкт-Петербург, Приморский проспект, 72",,,1,,,"(812) 449 76 70,",www.sashasbar.ru,9164414@mail.ru,"Европейская, Русская, Японская",0,59.981577,30.210029
968,Satori,Satori,"Ленинский пр., д. 104",104,Кировский,муниципальный округ Красненькая Речка,Санкт-Петербург,Ленинский проспект,"Санкт-Петербург, Ленинский проспект, 104",,,1,,,"(812) 406-87-92, (812) 987-20-37",www.satorirestoran.ru,satorirestoran@yandex.ru,"Европейская, Японская",0,59.852551,30.226827
969,Scalini,Scalini,"(ТРЦ ""Гранд Каньон""), Энгельса пр., 154",154,Выборгский,муниципальный округ Шувалово-Озерки,Санкт-Петербург,проспект Энгельса,"Санкт-Петербург, проспект Энгельса, 154",Проспект Просвещения,Московско-Петроградская линия,,60.051365,30.332433,(812) 677-40-52,https://vk.com/scalini,,"Итальянская,  Восточная",0,60.058987,30.334984
970,SIDE,SIDE,"пер. Талалихина, 5/15",5/15,Петроградский,муниципальный округ Введенский,Санкт-Петербург,переулок Талалихина,"Санкт-Петербург, переулок Талалихина, 5/15",Спортивная,Фрунзенско-Приморская линия,,59.951772,30.290688,"(812) 232-01-16, +7 (911) 841-31-08,",www.restoranside.ru,restoside@gmail.com,"Европейская, Паназиатская, Японская, Вегетарианское меню",0,59.951524,30.297435
972,Stage illusions,Stage illusions,"В.О., Университетская наб., д. 25",25,Василеостровский,муниципальный округ № 7,Санкт-Петербург,Университетская набережная,"Санкт-Петербург, Университетская набережная, 25",Василеостровская,Невско-Василеостровская линия,,59.942516,30.278274,+7 (953) 356 0888,www.stageir.com,9533560888@mail.ru,"Авторская,  Европейская",0,59.936629,30.287095
973,SunDay Ginza,SunDay Ginza,"Южная дорога, д.4, корпус 2.",4к3,Петроградский,муниципальный округ Чкаловское,Санкт-Петербург,Южная дорога,"Санкт-Петербург, Южная дорога, 4к3",Крестовский Остров,Фрунзенско-Приморская линия,,59.971708,30.259481,(812) 900-33-31,http://ginza.ru/spb/restaurant/sunday_ginza,,"Европейская, Итальянская,  Русская, Японская",0,59.967417,30.243033
975,Sydney beach club,Sydney beach club,"Петровская коса , д. 9",9,Петроградский,муниципальный округ Петровский,Санкт-Петербург,проезд Петровская коса,"Санкт-Петербург, проезд Петровская коса, 9",Крестовский Остров,Фрунзенско-Приморская линия,,59.971708,30.259481,8 (921) 918-91-86,http://sydney.spb.ru/,info@sydney.spb.ru,"Европейская, Японская",0,59.963453,30.24182
976,Capuletti,Capuletti,"Санкт-Петербург, Большой пр. П.С., д. 74",74,Петроградский,муниципальный округ Аптекарский Остров,Санкт-Петербург,Большой проспект П.С.,"Санкт-Петербург, Большой проспект П.С., 74",Петроградская,Московско-Петроградская линия,450,59.966394,30.311502,(812) 232-22-82,www.capuletti.info,spb@ginzaproject.com,"Авторская, Итальянская",0,59.963111,30.307505
977,Садахар,Sadahar,"пр.Ударников, д.16",16,Красногвардейский,муниципальный округ Пороховые,Санкт-Петербург,проспект Ударников,"Санкт-Петербург, проспект Ударников, 16",,,1,,,"(812) 716-97-86, (812) 958-02-08, (812) 715-60-33",www.sadahar.ru,9580208@sadahar.com,"Грузинская, Европейская",0,59.949487,30.463345
978,Саквояж беременной шпионки,Sakvojag Beremennoy shpionki,"Большая Конюшенная ул., 17",17,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,Большая Конюшенная улица,"Санкт-Петербург, Большая Конюшенная улица, 17",Невский Проспект,Московско-Петроградская линия,,59.935421,30.327052,"(812) 570-0637, (812) 950-9516",www.sakvojag.ru,sakvojag@bk.ru,"Русская, Европейская",0,59.938707,30.322327
979,Самса,Samsa,"Ленинский пр., д. 84, к. 1",84к1,Красносельский,муниципальный округ Южно-Приморский,Санкт-Петербург,Ленинский проспект,"Санкт-Петербург, Ленинский проспект, 84к1",,,1,,,(812) 646 75 71,www.ginza.ru/restaurant/Samsa,,"Европейская, Узбекская",0,59.85768,30.200111
980,Самсон,Samson,"Санкт-Петербургский пр., д.44",44,Петродворцовый,,Санкт-Петербург,Санкт-Петербургский проспект,"Санкт-Петербург, Петергоф, Санкт-Петербургский проспект, 44",,,1,,,", (812)334-71-55,",http://www.samson-hotel.ru/services/restoran/,info@samson-hotel.ru,"Русская, Европейская",0,59.879453,29.908105
981,Сардина,Sardina,"ул. Рубинштейна, д. 6/8",6,Центральный,муниципальный округ Владимирский,Санкт-Петербург,улица Рубинштейна,"Санкт-Петербург, улица Рубинштейна, 6",Достоевская,Правобережная линия,,59.928185,30.346204,(812) 314-05-97,http://sardina-spb.ru/,,Итальянская,0,59.931828,30.346168
982,Серебряный век,Serebriany Vek,"Светлановский пр., 49, корп. 2",49к2,Выборгский,муниципальный округ Светлановское,Санкт-Петербург,Светлановский проспект,"Санкт-Петербург, Светлановский проспект, 49к2",Политехническая,Кировско-Выборгская линия,,60.008842,30.370854,"(812) 297-88-16 , +7-921-444-09-92",www.svek-restoran.ru,,"Кавказская, Русская, Европейская",0,60.014378,30.359418
983,1001 ночь,1001 Night,"ул. Миллионная, д.21",21,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,Миллионная улица,"Санкт-Петербург, Миллионная улица, 21",Адмиралтейская,Фрунзенско-Приморская линия,,59.935867,30.31523,(812)570-17-03,www.1001night.org,1001night@bk.ru,"Восточная,  Кавказская, Европейская",0,59.943003,30.322111
984,3 башни,3 Towers,"ул. Мебельная, д. 35, корп. 2",35к2,Приморский,муниципальный округ № 65,Санкт-Петербург,Мебельная улица,"Санкт-Петербург, Мебельная улица, 35к2",,,1,,,"+7-921-962-88-36, +7-921-946-72-48 (47)",www.vk.com/threetowers,,Европейская,0,59.995557,30.199653
985,TAKO,TAKO,ул.Савушкина 10 корп. 2,10к2,Приморский,муниципальный округ Черная Речка,Санкт-Петербург,улица Савушкина,"Санкт-Петербург, улица Савушкина, 10к2",Чёрная Речка,Московско-Петроградская линия,,59.985377,30.300902,"(812) 431-05-07, (812) 431-01-31,  (812) 946-01-31",www.takorg.ru,info@takorest.ru,"Японская, Итальянская",0,59.985845,30.29774
986,Tequila - Boom,Tequila - Boom,"Вознесенский пр., 57/127",57,Адмиралтейский,муниципальный округ Сенной,Санкт-Петербург,Вознесенский проспект,"Санкт-Петербург, Вознесенский проспект, 57",Технологический Институт,Кировско-Выборгская линия,,59.916437,30.318788,(812) 310-15-34,www.tequilaboom.ru,,"Мексиканская, Латиноамериканская",0,59.920014,30.307622
987,Tequila - Boom,Tequila - Boom,"ТЦ ""Миллер"" Комендантский пр., 11",11,Приморский,муниципальный округ Озеро Долгое,Санкт-Петербург,Комендантский проспект,"Санкт-Петербург, Комендантский проспект, 11",Комендантский Проспект,Фрунзенско-Приморская линия,,60.008428,30.259077,(812) 740-10-13,www.tequilaboom.ru,,"Мексиканская, Латиноамериканская",0,60.006845,30.263415
988,Tequila - Boom,Tequila - Boom,"пр. Просвещения, д. 42/3",42к3,Выборгский,муниципальный округ Парнас,Санкт-Петербург,проспект Просвещения,"Санкт-Петербург, проспект Просвещения, 42к3",Проспект Просвещения,Московско-Петроградская линия,,60.051365,30.332433,(812) 994-34-24,www.tequilaboom.ru,,"Мексиканская, Латиноамериканская",0,60.050731,30.346312
989,Tequila - Boom,Tequila - Boom,"пр. Космонавтов, д. 14",14,Московский,муниципальный округ Гагаринское,Санкт-Петербург,проспект Космонавтов,"Санкт-Петербург, проспект Космонавтов, 14",Бухарестская,Фрунзенско-Приморская линия,,59.883769,30.368932,(812) 336-62-91,www.tequilaboom.ru,,"Мексиканская, Латиноамериканская",0,59.868948,30.35048
990,Ti Amo,Ti Amo,"ул. Савушкина, д. 143/1",143,Приморский,муниципальный округ № 65,Санкт-Петербург,улица Савушкина,"Санкт-Петербург, улица Савушкина, 143",,,1,,,(812) 700-00-05,www.tiamospb.ru,3131466@gmail.com,"Итальянская, Средиземноморская",0,59.989445,30.200965
991,Tony’s Kitchen,Tony’s Kitchen,"Малый пр. В.О., 88, ТК Шкиперский Молл",,Василеостровский,муниципальный округ Гавань,Санкт-Петербург,,"Санкт-Петербург, Васильевский остров",Приморская,Невско-Василеостровская линия,,59.948456,30.234633,(812) 988-80-20,www.tonykitchen.com,pr@tonykitchen.com,"Азиатская, Восточная, Итальянская",0,59.934452,30.245898
992,Trattoria Roberto,Trattoria Roberto,"Фонтанки реки наб., 67",67,Центральный,муниципальный округ № 78,Санкт-Петербург,набережная реки Фонтанки,"Санкт-Петербург, набережная реки Фонтанки, 67",Сенная Площадь,Московско-Петроградская линия,,59.926972,30.320458,(812) 6666666,www.trattoriaroberto.ru,,Итальянская,0,59.927004,30.330547
993,Twiggy,Twiggy,"Выборгское ш., 13",13,Выборгский,муниципальный округ Шувалово-Озерки,Санкт-Петербург,Выборгское шоссе,"Санкт-Петербург, поселок Парголово, Выборгское шоссе, 13",Проспект Просвещения,Московско-Петроградская линия,,60.051365,30.332433,(812) 900 66 70,www.twiggyrestaurant.ru,,Авторская,0,60.048588,30.314071
994,Tandoor,Tandoor,"Адмиралтейский пр., д.10",10,Адмиралтейский,муниципальный округ Адмиралтейский,Санкт-Петербург,Адмиралтейский проспект,"Санкт-Петербург, Адмиралтейский проспект, 10",Адмиралтейская,Фрунзенско-Приморская линия,,59.935867,30.31523,"(812) 312 3886, (812) 312 5310,",www.tandoor-spb.ru,mail@tandoor-spb.ru,Индийская,0,59.93562,30.309032
996,Тархун,Tarhun,"Караванная, д. 14",14,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,Караванная улица,"Санкт-Петербург, Караванная улица, 14",Гостиный Двор,Невско-Василеостровская линия,,59.933938,30.333745,"8-921-377-65-25, (812) 571-11-15",www.restorantarkhun.ru,r.tarkhun@yandex.ru,"Кавказская, Европейская",0,59.935863,30.341892
997,Тбилисо,Tbiliso,"Сытнинская ул., д.10",10,Петроградский,муниципальный округ Кронверкское,Санкт-Петербург,Сытнинская улица,"Санкт-Петербург, Сытнинская улица, 10",Горьковская,Московско-Петроградская линия,,59.956057,30.318904,"(812)232-93-91, 666-66-66,",http://triton-restoran.ru/restaurants/tbiliso/about,,"Грузинская, Кавказская",0,59.957656,30.307873
